unit,age,sex,geo\time	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
PC,Y_GE15,T,PT15	6.7 	7.0 	10.4 	13.4 	15.4 b	17.6 	16.9 	14.5 	12.5 	9.2 	7.7 	6.4 
PC,Y_GE15,T,PT16	5.5 	5.3 	6.8 	7.6 	10.0 b	11.7 	11.4 	10.6 	9.2 	8.4 	6.9 	5.6 
PC,Y_GE15,T,PT17	8.9 	8.2 	9.8 	11.3 	14.1 b	17.6 	18.5 	14.9 	13.1 	11.9 	9.5 	7.4 
PC,Y_GE15,T,PT18	8.4 	8.9 	10.5 	11.4 	12.4 b	16.0 	16.9 	14.3 	13.3 	12.1 	8.4 	7.2 
PC,Y_GE15,T,PT20	4.3 	5.4 	6.7 	6.8 	11.3 b	15.1 	17.0 	16.3 	12.8 	11.1 	9.0 	8.6 
PC,Y_GE15,T,PT30	6.8 	5.9 	7.5 	7.4 	13.5 b	17.2 	18.1 	15.0 	14.7 	12.9 	10.4 	8.8 
PC,Y_GE15,T,RO11	4.3 	3.8 	5.6 	6.5 b	5.1 	4.6 	4.1 	3.8 	4.6 	4.3 	3.6 	2.9 
PC,Y_GE15,T,RO12	8.5 	8.5 	10.7 	10.3 b	10.8 	9.5 	9.5 	9.2 	7.4 	5.2 	4.2 	4.2 
PC,Y_GE15,T,RO21	5.0 	4.5 	6.0 	5.5 b	4.7 	4.2 	4.4 	4.2 	3.6 	3.0 	2.9 	2.4 
PC,Y_GE15,T,RO22	8.5 	7.2 	7.5 	8.2 b	9.6 	9.4 	9.5 	10.4 	9.0 	7.7 	6.5 	6.1 
PC,Y_GE15,T,RO31	8.2 	6.8 	8.0 	7.8 b	10.0 	9.5 	9.5 	9.0 	10.3 	8.9 	6.8 	5.5 
PC,Y_GE15,T,RO32	4.1 	3.4 	4.0 	4.7 b	5.6 	6.5 	8.0 	7.2 	5.3 	4.7 	4.3 	3.6 
PC,Y_GE15,T,RO41	6.8 	6.5 	6.8 	7.3 b	6.6 	6.1 	7.0 	6.5 	10.1 	9.9 	7.7 	6.4 
PC,Y_GE15,T,RO42	5.6 	5.7 	6.0 	6.0 b	5.7 	5.1 	5.2 	4.8 	5.4 	4.9 	4.4 	3.6 
PC,Y_GE15,T,RS11	: 	: 	: 	: 	: 	: 	17.8 	17.2 b	18.7 	15.7 	13.3 	10.9 
PC,Y_GE15,T,RS12	: 	: 	: 	: 	: 	: 	23.9 	19.9 b	16.6 	15.1 	12.2 	10.5 
PC,Y_GE15,T,RS21	: 	: 	: 	: 	: 	: 	22.3 	18.0 b	16.8 	14.7 	13.6 	13.8 
PC,Y_GE15,T,RS22	: 	: 	: 	: 	: 	: 	24.0 	22.1 b	18.8 	15.8 	15.2 	16.2 
PC,Y_GE15,T,SE11	5.6 	5.2 	6.8 	7.2 	6.6 	6.8 	6.9 	7.1 	7.0 	6.5 	6.3 	5.6 b
PC,Y_GE15,T,SE12	6.7 	6.9 	9.3 	9.7 	8.4 	8.6 	8.8 	8.3 	7.9 	7.7 	7.6 	7.2 b
PC,Y_GE15,T,SE21	5.1 	5.0 	8.1 	7.9 	7.1 	7.4 	7.1 	6.7 	6.0 	6.2 	5.5 	5.7 b
PC,Y_GE15,T,SE22	7.1 	7.4 	8.7 	8.8 	9.2 	9.4 	9.9 	10.0 	9.5 	8.4 	8.4 	8.6 b
PC,Y_GE15,T,SE23	5.9 	6.1 	8.6 	8.7 	7.4 	7.7 	8.0 	7.6 	6.6 	6.5 	6.0 	5.6 b
PC,Y_GE15,T,SE31	6.3 	6.6 	9.4 	9.0 	8.8 	8.6 	8.8 	8.6 	7.9 	7.5 	6.9 	6.4 b
PC,Y_GE15,T,SE32	6.3 	7.1 	8.9 	10.3 	8.8 	8.4 	7.2 	7.4 	7.1 	6.8 	6.2 	5.5 b
PC,Y_GE15,T,SE33	6.8 	6.6 	8.9 	9.5 	8.0 	7.7 	7.2 	7.4 	7.2 	5.8 	5.9 	5.4 b
PC,Y_GE15,T,SI01	5.6 	5.2 	6.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,SI02	3.9 	3.4 	4.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,SI03	: 	: 	: 	7.8 	9.2 	9.9 	11.3 	11.0 	10.3 	8.9 	6.8 	5.4 
PC,Y_GE15,T,SI04	: 	: 	: 	6.6 	7.0 	7.6 	8.7 	8.1 	7.5 	7.1 	6.3 	4.7 
PC,Y_GE15,T,SK01	4.3 	3.4 	4.6 	6.2 	5.8 b	5.7 	6.4 	6.0 	5.7 	5.1 	4.2 	2.9 
PC,Y_GE15,T,SK02	7.8 	6.4 	9.9 	12.7 	10.7 b	11.3 	11.7 	11.0 	9.7 	7.7 	5.5 	4.3 
PC,Y_GE15,T,SK03	15.3 	13.1 	14.6 	16.5 	15.9 b	16.2 	16.8 	15.9 	12.8 	10.8 	9.4 	7.5 
PC,Y_GE15,T,SK04	14.9 	13.2 	15.9 	18.5 	18.7 b	19.0 	18.5 	16.6 	15.0 	13.2 	12.0 	10.1 
PC,Y_GE15,T,TR10	9.4 	10.0 	15.9 	13.5 	11.1 	10.7 	10.6 	11.9 b	12.8 	13.5 	13.8 	12.4 
PC,Y_GE15,T,TR21	6.5 	9.9 	11.6 	8.4 	8.1 	6.2 	6.4 	7.6 b	7.3 	7.5 	8.3 	7.5 
PC,Y_GE15,T,TR22	4.6 	6.2 	7.1 	6.0 	4.3 	4.5 	5.6 	5.6 b	5.3 	6.7 	5.9 	5.7 
PC,Y_GE15,T,TR31	9.3 	10.9 	15.4 	14.1 	13.7 	13.3 	14.3 	13.8 b	14.9 	13.9 	14.0 	13.7 
PC,Y_GE15,T,TR32	8.2 	9.6 	12.8 	10.3 	7.5 	6.6 	6.0 	7.2 b	6.8 	6.7 	7.1 	6.9 
PC,Y_GE15,T,TR33	5.6 	7.0 	9.6 	6.8 	4.5 	4.1 	5.2 	3.9 b	4.1 	4.9 	6.1 	6.8 
PC,Y_GE15,T,TR41	7.4 	9.7 	12.6 	9.2 	6.7 	6.4 	6.0 	6.2 b	7.7 	9.0 	9.7 	8.9 
PC,Y_GE15,T,TR42	10.2 	9.7 	12.8 	11.1 	10.6 	8.9 	9.0 	9.9 b	10.1 	10.6 	10.8 	10.1 
PC,Y_GE15,T,TR51	10.5 	10.8 	12.2 	10.7 	8.5 	8.3 	9.0 	11.5 b	11.1 	11.3 	11.3 	10.1 
PC,Y_GE15,T,TR52	8.9 	9.1 	8.8 	7.1 	5.5 	5.0 	3.8 	5.5 b	6.5 	6.1 	5.9 	5.8 
PC,Y_GE15,T,TR61	6.2 	8.5 	10.1 	9.8 	8.7 	7.3 	7.2 	8.4 b	9.4 	11.4 	11.9 	11.4 
PC,Y_GE15,T,TR62	13.0 	14.4 	19.9 	14.9 	9.3 	9.1 	11.3 	10.7 b	9.8 	10.3 	10.6 	11.2 
PC,Y_GE15,T,TR63	9.7 	14.1 	14.8 	11.7 	10.5 	9.0 	10.8 	15.3 b	16.3 	14.4 	11.5 	14.1 
PC,Y_GE15,T,TR71	7.1 	8.1 	14.2 	9.0 	7.0 	6.2 	5.5 	7.6 b	9.9 	13.4 	11.3 	10.8 
PC,Y_GE15,T,TR72	9.9 	10.1 	11.2 	12.3 	9.8 	7.3 	8.4 	9.5 b	9.7 	8.3 	11.7 	13.0 
PC,Y_GE15,T,TR81	7.0 	5.9 	6.7 	10.2 	6.9 	6.5 	6.2 	6.0 b	6.9 	8.7 	7.2 	8.1 
PC,Y_GE15,T,TR82	3.2 	4.9 	8.4 	7.5 	5.3 	4.5 	5.6 	6.5 b	6.8 	5.7 	4.5 	5.1 
PC,Y_GE15,T,TR83	7.1 	6.3 	6.0 	6.0 	4.7 	4.9 	5.5 	6.2 b	6.6 	7.9 	6.7 	6.4 
PC,Y_GE15,T,TR90	4.9 	4.3 	4.2 	4.8 	5.3 	5.2 	6.0 	6.2 b	4.8 	4.5 	3.5 	6.1 
PC,Y_GE15,T,TRA1	4.3 	5.2 	6.3 	5.5 	5.6 	5.5 	6.1 	7.3 b	6.0 	4.9 	5.3 	7.4 
PC,Y_GE15,T,TRA2	4.4 	4.8 	7.5 	8.7 	9.1 	6.3 	5.6 	3.3 b	3.9 	4.8 	5.5 	5.3 
PC,Y_GE15,T,TRB1	10.6 	12.3 	14.8 	10.6 	7.8 	5.8 	5.7 	7.5 b	7.9 	8.8 	6.8 	8.0 
PC,Y_GE15,T,TRB2	11.4 	12.6 	14.6 	15.5 	11.0 	7.5 	9.2 	13.4 b	9.7 	9.1 	12.6 	21.6 
PC,Y_GE15,T,TRC1	16.9 	15.0 	14.3 	11.4 	13.2 	10.6 	6.2 	8.1 b	9.7 	13.9 	14.3 	12.3 
PC,Y_GE15,T,TRC2	12.9 	12.8 	16.7 	11.1 	6.8 	6.0 	16.0 	17.5 b	17.4 	17.2 	13.8 	18.6 
PC,Y_GE15,T,TRC3	18.0 	15.8 	13.8 	10.4 	10.3 	18.8 	19.4 	24.0 b	24.4 	28.1 	26.9 	24.8 
PC,Y_GE15,T,UKC1	6.0 b	7.8 b	8.3 	9.1 	11.8 	11.5 	10.9 	9.8 	8.5 	6.9 	5.2 	4.4 
PC,Y_GE15,T,UKC2	6.2 b	7.2 b	9.8 	9.6 	9.8 	9.0 	9.2 	8.3 	7.7 	7.1 	5.8 	5.2 
PC,Y_GE15,T,UKD1	3.3 bu	3.1 bu	6.4 	6.5 	7.0 	6.3 	5.1 	5.0 	4.2 	3.7 u	3.4 u	1.9 u
PC,Y_GE15,T,UKD3	6.4 b	7.6 b	9.5 	8.7 	9.7 	10.1 	9.4 	7.9 	6.5 	6.1 	4.0 	4.2 
PC,Y_GE15,T,UKD4	5.6 b	5.4 b	7.2 	5.9 	6.8 	7.8 	7.2 	6.5 	4.5 	4.4 	4.2 	4.8 
PC,Y_GE15,T,UKD6	2.9 b	5.0 b	6.0 	6.1 	5.7 	5.9 	5.2 	3.4 	3.5 	3.2 	3.1 	3.2 
PC,Y_GE15,T,UKD7	7.6 b	8.5 b	9.6 	10.5 	10.0 	9.7 	8.9 	7.4 	5.8 	4.9 	5.2 	4.0 
PC,Y_GE15,T,UKE1	6.1 b	5.1 b	9.4 	9.4 	8.9 	9.7 	8.4 	8.0 	6.4 	5.5 	4.6 	5.6 
PC,Y_GE15,T,UKE2	3.4 b	2.8 b	5.4 	6.7 	6.5 	5.0 	4.4 	4.5 	3.1 	2.9 	4.1 	3.2 
PC,Y_GE15,T,UKE3	6.2 b	8.1 b	9.6 	9.4 	10.6 	10.4 	10.5 	8.8 	7.4 	7.1 	5.6 	5.0 
PC,Y_GE15,T,UKE4	5.6 b	6.4 b	8.6 	9.7 	9.7 	9.4 	9.3 	6.7 	6.6 	5.8 	4.8 	4.7 
PC,Y_GE15,T,UKF1	5.8 b	5.2 b	7.2 	8.8 	8.8 	8.3 	7.2 	6.1 	4.8 	4.5 	3.6 	4.4 
PC,Y_GE15,T,UKF2	4.6 b	6.0 b	7.3 	7.2 	7.5 	7.0 	7.8 	5.3 	4.4 	4.5 	4.6 	4.2 
PC,Y_GE15,T,UKF3	5.4 b	6.2 b	6.3 	4.9 	6.5 	8.5 	6.4 	4.6 	4.5 	4.3 	3.7 	4.2 
PC,Y_GE15,T,UKG1	3.9 b	4.3 b	6.4 	6.3 	6.1 	4.9 	5.1 	4.4 	3.2 	3.7 	2.9 	3.0 
PC,Y_GE15,T,UKG2	5.3 b	4.4 b	7.1 	7.7 	7.9 	6.7 	6.2 	5.3 	4.6 	4.2 	4.9 	3.7 
PC,Y_GE15,T,UKG3	8.1 b	9.3 b	13.0 	11.1 	11.3 	11.7 	13.0 	9.7 	7.9 	7.5 	7.2 	6.5 
PC,Y_GE15,T,UKH1	4.3 b	4.5 b	5.9 	6.6 	6.3 	6.4 	6.2 	5.0 	4.3 	3.8 	3.9 	3.5 
PC,Y_GE15,T,UKH2	4.7 b	4.7 b	5.9 	6.0 	6.7 	6.3 	5.6 	4.3 	3.8 	4.1 	3.7 	2.9 
PC,Y_GE15,T,UKH3	5.0 b	5.1 b	6.9 	7.0 	6.8 	7.4 	6.3 	6.2 	4.3 	3.8 	4.2 	2.8 
PC,Y_GE15,T,UKI1	8.2 b	8.0 b	9.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,UKI2	5.9 b	6.6 b	8.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,UKI3	: 	: 	: 	8.1 	7.7 	6.8 	6.8 	6.2 	5.4 	4.7 	5.6 	5.1 
PC,Y_GE15,T,UKI4	: 	: 	: 	10.9 	12.0 	10.7 	9.8 	7.8 	7.2 	7.2 	5.3 	4.3 
PC,Y_GE15,T,UKI5	: 	: 	: 	10.0 	11.1 	9.5 	9.5 	7.4 	7.5 	5.5 	5.6 	4.6 
PC,Y_GE15,T,UKI6	: 	: 	: 	7.1 	8.2 	7.3 	7.4 	5.9 	4.6 	4.2 	4.9 	4.7 
PC,Y_GE15,T,UKI7	: 	: 	: 	8.6 	8.5 	9.2 	8.4 	6.2 	5.5 	5.0 	4.9 	4.8 
PC,Y_GE15,T,UKJ1	4.0 b	4.1 b	5.4 	5.8 	5.2 	5.7 	5.2 	4.2 	3.5 	2.7 	2.9 	3.0 
PC,Y_GE15,T,UKJ2	4.0 b	4.4 b	5.6 	5.1 	5.3 	5.9 	5.5 	4.6 	3.7 	3.5 	3.2 	3.6 
PC,Y_GE15,T,UKJ3	4.3 b	3.5 b	5.2 	6.3 	6.0 	6.3 	5.7 	4.2 	4.1 	3.7 	3.1 	2.7 
PC,Y_GE15,T,UKJ4	5.6 b	5.3 b	7.3 	7.7 	8.2 	8.0 	7.6 	5.7 	5.3 	4.5 	3.7 	4.3 
PC,Y_GE15,T,UKK1	3.4 b	3.7 b	5.7 	5.4 	6.5 	6.1 	6.2 	4.8 	3.9 	3.6 	3.9 	2.9 
PC,Y_GE15,T,UKK2	3.7 b	4.1 b	6.5 	5.4 	6.0 	5.1 	5.4 	4.5 	3.9 	4.3 	2.8 	3.1 
PC,Y_GE15,T,UKK3	4.4 b	5.7 b	5.1 	8.1 	6.2 	5.5 	5.6 	3.8 	4.5 	3.7 	2.4 u	2.6 u
PC,Y_GE15,T,UKK4	4.7 b	3.8 b	7.1 	6.5 	6.5 	5.8 	7.0 	5.0 	3.7 	3.5 	4.0 	3.3 
PC,Y_GE15,T,UKL1	5.5 b	6.1 b	8.9 	9.2 	9.9 	9.2 	7.8 	6.9 	6.5 	4.9 	4.6 	4.9 
PC,Y_GE15,T,UKL2	4.8 b	5.6 b	6.7 	7.8 	6.5 	7.6 	7.4 	6.1 	4.8 	3.6 	4.3 	2.7 
PC,Y_GE15,T,UKM2	5.1 b	4.8 b	7.6 	7.8 	7.4 	7.6 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,UKM3	5.2 b	5.4 b	7.5 	10.1 	9.6 	9.2 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,UKM5	3.3 bu	3.0 bu	3.6 u	3.6 u	4.6 	4.7 	4.7 	4.0 	3.2 u	5.1 	4.2 	3.5 u
PC,Y_GE15,T,UKM6	2.2 bu	2.0 bu	4.3 	7.0 	6.9 	8.1 	4.4 	3.9 u	2.8 u	3.5 u	2.6 u	2.2 u
PC,Y_GE15,T,UKM7	: 	: 	: 	: 	: 	: 	7.5 	5.8 	6.0 	4.8 	3.7 	3.6 
PC,Y_GE15,T,UKM8	: 	: 	: 	: 	: 	: 	8.1 	7.8 	7.0 	5.3 	4.7 	5.1 
PC,Y_GE15,T,UKM9	: 	: 	: 	: 	: 	: 	7.8 	5.3 	6.0 	6.2 	4.7 	3.2 
PC,Y_GE15,T,UKN0	3.8 b	4.4 b	6.4 	7.1 	7.2 	7.4 	7.5 	6.4 	6.1 	5.7 	4.5 	3.6 
